business,avg_stars,Sentiment_Score_neg,Sentiment_Score_pos,Sentiment_Score_remark
Street- Taco and Beer Co.,4.276729559748428,0.038,0.283,Positive Sentiment
Jazz Daiquiri Lounge,4.5,0.063,0.253,Positive Sentiment
River's Edge,4.0,0.045,0.274,Positive Sentiment
Daredevil Hall,3.0,0.064,0.189,Positive Sentiment
Valley Garden Park,4.666666666666667,0.02,0.187,Positive Sentiment
Style Lab For Men,4.8,0.044,0.217,Positive Sentiment
Paola's Pizzeria,4.384615384615385,0.025,0.277,Positive Sentiment
Dharma Kava Lounge,3.0,0.14,0.179,Positive Sentiment
American Airlines Admirals Club,3.8333333333333335,0.03,0.244,Positive Sentiment
91.7 The Bounce,3.0,0.053,0.159,Positive Sentiment
TRUBarre,5.0,0.063,0.206,Positive Sentiment
Tresidio Homes,4.666666666666667,0.008,0.213,Positive Sentiment
Carlyle Court,5.0,0.0,0.402,Positive Sentiment
Taqueria El Jaliciense,4.666666666666667,0.022,0.181,Positive Sentiment
Clancy's By The Creek,4.25,0.045,0.271,Positive Sentiment
Ability Center,5.0,0.0,0.321,Positive Sentiment
Kelly's Taproom,3.3529411764705883,0.047,0.22,Positive Sentiment
Homejoy,2.84375,0.071,0.167,Positive Sentiment
Buff Beauty Bar,4.482758620689655,0.036,0.286,Positive Sentiment
West Coast Taco Truck,3.463414634146341,0.064,0.174,Positive Sentiment
Phamous Cafe,3.987341772151898,0.037,0.249,Positive Sentiment
Sidekicks Pizza,3.814814814814815,0.041,0.219,Positive Sentiment
Bury The Hatchet,5.0,0.043,0.282,Positive Sentiment
9 Round,5.0,0.032,0.124,Positive Sentiment
Cloud 9 Mobile Grooming,4.857142857142857,0.045,0.257,Positive Sentiment
Aladdin's Hookah Lounge and Bar,3.525,0.064,0.224,Positive Sentiment
Starbucks,3.2,0.052,0.224,Positive Sentiment
Eats,5.0,0.09,0.314,Positive Sentiment
Miracle Plumbing,5.0,0.0,0.099,Positive Sentiment
IHOP,1.5757575757575757,0.082,0.115,Positive Sentiment
The Bridge: Cinema de Lux,3.0,0.078,0.155,Positive Sentiment
First Choice Moving and Storage,5.0,0.0,0.611,Positive Sentiment
Fellini Cafe of Media,4.043715846994536,0.054,0.231,Positive Sentiment
Club Fitness,4.5,0.055,0.298,Positive Sentiment
"Holly Ashley Cothern, MD",2.333333333333333,0.117,0.058,Negative Sentiment
Raising Cane's Chicken Fingers- Arnold,4.125,0.086,0.237,Positive Sentiment
Jean Komor,5.0,0.016,0.24,Positive Sentiment
Ybor Resort & Spa,1.4285714285714286,0.128,0.07,Negative Sentiment
Service King Collision Nolensville Pike,3.6666666666666665,0.057,0.098,Positive Sentiment
Slice Of Heaven Pizza,4.428571428571429,0.046,0.241,Positive Sentiment
The Cubby Hole,4.77027027027027,0.029,0.311,Positive Sentiment
Audubon Village-Cortland,2.4615384615384617,0.084,0.138,Positive Sentiment
Prairie View Golf Club,4.0,0.0,0.309,Positive Sentiment
Tsevi's Pub And Grill,2.9285714285714284,0.055,0.159,Positive Sentiment
Cold Stone Creamery,2.875,0.083,0.131,Positive Sentiment
Ame Salon and Day Spa,3.7058823529411766,0.078,0.168,Positive Sentiment
Marsh Supermarkets,5.0,0.09,0.077,Negative Sentiment
Camden Lakes,3.2,0.045,0.149,Positive Sentiment
"Jason M Herrick, DDS -  Herrick Dental Care",3.0,0.041,0.135,Positive Sentiment
NY Pizza Grill,1.4923076923076923,0.122,0.105,Negative Sentiment
La Monarca,4.076923076923077,0.03,0.191,Positive Sentiment
Ithai & Sushi Restaurant,4.315789473684211,0.027,0.281,Positive Sentiment
Wings & More,4.0,0.028,0.185,Positive Sentiment
University Club of Santa Barbara,4.888888888888889,0.018,0.265,Positive Sentiment
Izzo's Illegal Burrito,3.1645569620253164,0.064,0.184,Positive Sentiment
Edwards Greenhouse,5.0,0.0,0.4,Positive Sentiment
The Flying Bridge,3.193548387096774,0.06,0.223,Positive Sentiment
Shiraz Oriental Rug Gallery,5.0,0.011,0.305,Positive Sentiment
Semenza's Pizzeria,3.872340425531915,0.041,0.246,Positive Sentiment
Rosa Mezcal,3.9375,0.036,0.235,Positive Sentiment
Tj Maxx,4.5,0.044,0.128,Positive Sentiment
Terrace Lounge,3.6486486486486487,0.061,0.222,Positive Sentiment
Jiffy Clean Laundry,4.857142857142857,0.014,0.244,Positive Sentiment
Murphy's Bar & Grill,4.4,0.035,0.263,Positive Sentiment
McArthur's Bakery Cafe,3.5625,0.072,0.195,Positive Sentiment
Cabana Boy Pool Works,3.2,0.057,0.114,Positive Sentiment
El Pollo Loco,3.8333333333333335,0.063,0.202,Positive Sentiment
El Pueblo Bakery,4.5,0.039,0.119,Positive Sentiment
Friendly's,2.526315789473684,0.069,0.154,Positive Sentiment
The Drain Team,2.6666666666666665,0.08,0.108,Positive Sentiment
Sweet Pete's,5.0,0.041,0.34,Positive Sentiment
Panda Flowers #22,1.0,0.153,0.077,Negative Sentiment
Circle of Friends,5.0,0.036,0.094,Positive Sentiment
Quality Inn & Suites Brownsburg - Indianapolis West,2.25,0.034,0.141,Positive Sentiment
Shanghai 360,3.0,0.012,0.178,Positive Sentiment
Ybor Eats,4.518518518518518,0.042,0.339,Positive Sentiment
Homewood Suites by Hilton Nashville-Brentwood,2.9166666666666665,0.079,0.188,Positive Sentiment
Alberta Aviation Museum,3.857142857142857,0.04,0.181,Positive Sentiment
Best Buy,2.7777777777777777,0.054,0.195,Positive Sentiment
Panaderia Azteca,5.0,0.029,0.298,Positive Sentiment
Greco Roman,3.909090909090909,0.039,0.236,Positive Sentiment
DirtyApples Salon & Barbershop,5.0,0.045,0.215,Positive Sentiment
Bella Turka,5.0,0.038,0.213,Positive Sentiment
"Endodontics Limited, PC",1.0,0.212,0.053,Negative Sentiment
Mba Abstract,5.0,0.0,0.236,Positive Sentiment
Hampton Inn & Suites Tarpon Springs,3.9,0.059,0.187,Positive Sentiment
Shark Coast Tactical Brandon,4.666666666666667,0.0,0.377,Positive Sentiment
The Neidhammer Coffee Co.,4.782608695652174,0.025,0.274,Positive Sentiment
NU Air,1.0,0.109,0.037,Negative Sentiment
Dantes Ristorante Pizzeria,3.857142857142857,0.032,0.242,Positive Sentiment
QDOBA Mexican Eats,2.636363636363636,0.084,0.211,Positive Sentiment
Sturgeon Valley Athletic Club,3.75,0.025,0.159,Positive Sentiment
Louis Pappas Fresh Greek,3.6222222222222222,0.063,0.207,Positive Sentiment
Animal Medical Center,5.0,0.042,0.114,Positive Sentiment
Sarcasm Comedy Club,4.0,0.029,0.209,Positive Sentiment
The Beach Grill at Padaro,3.75,0.05,0.253,Positive Sentiment
Cheddar's Scratch Kitchen,3.464788732394366,0.058,0.224,Positive Sentiment
Sylvia & Co Salon Services,5.0,0.008,0.246,Positive Sentiment
GJC Electric,5.0,0.0,0.216,Positive Sentiment
Alberta Aesthetics and Laser Centre,1.0,0.088,0.068,Negative Sentiment
Penn Auto Body,5.0,0.017,0.214,Positive Sentiment
Phidelity Records,5.0,0.067,0.195,Positive Sentiment
Mexico Lindo,4.230769230769231,0.036,0.215,Positive Sentiment
Fort Ben Pub,3.571428571428572,0.061,0.231,Positive Sentiment
Victoria's Secret,1.625,0.08,0.115,Positive Sentiment
Swat Pest Control,5.0,0.098,0.162,Positive Sentiment
The Lakes at Brandon West,1.0,0.147,0.072,Negative Sentiment
Brick & Mortar,4.630681818181818,0.025,0.282,Positive Sentiment
The Carter House,4.56,0.094,0.183,Positive Sentiment
Wawa,3.0,0.076,0.136,Positive Sentiment
McDonald's,1.0,0.049,0.066,Positive Sentiment
La Quinta Inn by Wyndham Indianapolis East-Post Drive,2.2222222222222223,0.095,0.167,Positive Sentiment
Oriental Nails,3.75,0.081,0.147,Positive Sentiment
Identogo,1.0,0.127,0.033,Negative Sentiment
Rent-A-Wheel,2.0,0.11,0.122,Positive Sentiment
Desert Vintage,4.461538461538462,0.023,0.278,Positive Sentiment
Textbook Brokers,2.625,0.11,0.153,Positive Sentiment
GTE Financial,1.0,0.278,0.173,Negative Sentiment
PrimoHoagies,4.529411764705882,0.03,0.219,Positive Sentiment
Charla Barron LMT,2.0,0.12,0.08,Negative Sentiment
Tech Savvy,5.0,0.187,0.123,Negative Sentiment
John M Olin Library,5.0,0.03,0.142,Positive Sentiment
Wyld Archery,4.588235294117647,0.052,0.226,Positive Sentiment
Numchok Wilai,4.294117647058823,0.04,0.22,Positive Sentiment
Two Goats,5.0,0.015,0.274,Positive Sentiment
Amy's Alterations,4.0,0.053,0.134,Positive Sentiment
Rolling Asian Delight,2.8,0.054,0.234,Positive Sentiment
Mt Airy Family Practice,3.6666666666666665,0.035,0.165,Positive Sentiment
Walgreens,5.0,0.0,0.589,Positive Sentiment
Enzo's Pizzeria & Pasta from New York,4.0,0.041,0.267,Positive Sentiment
Orange Leaf,2.25,0.058,0.115,Positive Sentiment
Sabrina's Café,4.241025641025641,0.034,0.246,Positive Sentiment
Bustleton Radiology Associates,1.5714285714285714,0.101,0.116,Positive Sentiment
MedVet Indianapolis,4.444444444444445,0.048,0.154,Positive Sentiment
Juice Envy,4.5,0.031,0.158,Positive Sentiment
El Sol De Tala,3.39622641509434,0.05,0.202,Positive Sentiment
Gateway Cafe,3.375,0.064,0.175,Positive Sentiment
Yasemin Market,5.0,0.0,0.393,Positive Sentiment
Xfinity Store by Comcast,2.1702127659574466,0.093,0.111,Positive Sentiment
Inglis Florists,4.909090909090909,0.037,0.21,Positive Sentiment
Laundry & Tan Connection,4.5,0.043,0.236,Positive Sentiment
Ardmore Pizza,3.886363636363636,0.05,0.249,Positive Sentiment
It'Sugar,3.5,0.032,0.163,Positive Sentiment
Campus Candy,2.7777777777777777,0.084,0.151,Positive Sentiment
Lucky Dogs,3.84,0.052,0.196,Positive Sentiment
Habitat for Humanity Williamson-Maury,5.0,0.111,0.237,Positive Sentiment
Moxie's Spirits & Dining,3.5454545454545454,0.048,0.239,Positive Sentiment
House of China,4.428571428571429,0.034,0.207,Positive Sentiment
Ichiban,3.7899159663865545,0.048,0.248,Positive Sentiment
Shogun Japanese Cuisine,4.5,0.075,0.3,Positive Sentiment
New Orleans Eye Specialists,1.0,0.222,0.0,Negative Sentiment
Agabiti's Cafe'-teria & Catering,4.75,0.009,0.297,Positive Sentiment
Aston Diner,3.345454545454545,0.065,0.199,Positive Sentiment
Blue Coast Burrito,4.5,0.0,0.235,Positive Sentiment
Cajun & Grill,3.5,0.016,0.171,Positive Sentiment
Reel Cinemas Narberth 2,4.0,0.02,0.222,Positive Sentiment
SEA Landing,4.4,0.025,0.24,Positive Sentiment
Buhos Latin Fusion & Bar,3.394736842105264,0.047,0.21,Positive Sentiment
Sun Diner,4.148148148148148,0.046,0.256,Positive Sentiment
ARTicles Art Gallery & Custom Framing,5.0,0.0,0.248,Positive Sentiment
O'Reilly Auto Parts,3.6666666666666665,0.091,0.185,Positive Sentiment
PrimoHoagies,3.7142857142857135,0.062,0.215,Positive Sentiment
Safelite AutoGlass,4.953488372093023,0.049,0.201,Positive Sentiment
The Irish Times,3.7142857142857135,0.049,0.198,Positive Sentiment
Gourmet Wok,3.675675675675676,0.034,0.22,Positive Sentiment
Fairmount Pet Shoppe,4.727272727272728,0.03,0.247,Positive Sentiment
McDonald's,2.055555555555556,0.105,0.135,Positive Sentiment
US Post Office,2.625,0.087,0.167,Positive Sentiment
Panera Bread,3.2580645161290325,0.083,0.165,Positive Sentiment
New Bamboo Garden,4.5,0.033,0.191,Positive Sentiment
Starbucks,3.75,0.037,0.156,Positive Sentiment
Retro Fitness,4.0,0.034,0.325,Positive Sentiment
"Gordon Plumbing, Inc",5.0,0.0,0.106,Positive Sentiment
Ruth Fashions,2.25,0.094,0.141,Positive Sentiment
Costco Wholesale,4.45,0.046,0.232,Positive Sentiment
Parxgrill,3.3142857142857145,0.043,0.209,Positive Sentiment
Clock Restaurant,2.5,0.106,0.063,Negative Sentiment
Books On The Beach,3.25,0.039,0.2,Positive Sentiment
Little Kitchen,2.033333333333333,0.085,0.13,Positive Sentiment
The Handsomizer™,5.0,0.021,0.222,Positive Sentiment
Liberty Sewer and Drain Services LLC,5.0,0.0,0.336,Positive Sentiment
Margaritaville - Nashville,3.4495798319327733,0.06,0.23,Positive Sentiment
Creve Coeur License Office,4.2,0.025,0.16,Positive Sentiment
Giant Food Store,3.7142857142857135,0.066,0.143,Positive Sentiment
New Town Dental,5.0,0.0,0.393,Positive Sentiment
Joe's Steaks + Soda Shop,4.536723163841808,0.037,0.253,Positive Sentiment
Lucky Nails,2.076923076923077,0.089,0.137,Positive Sentiment
American Cleaners,1.0,0.102,0.102,Neutral Sentiment
The Comcast Experience HD Video Wall,3.892857142857143,0.035,0.227,Positive Sentiment
Sun Burst Inn,3.0,0.074,0.172,Positive Sentiment
Hirsh's Shoes,5.0,0.05,0.194,Positive Sentiment
Earl of Sandwich,3.4791666666666665,0.045,0.222,Positive Sentiment
Magnolia Bridge,5.0,0.051,0.148,Positive Sentiment
Cobbe Family Dental & Orthodontics,1.75,0.103,0.062,Negative Sentiment
Domino's Pizza,4.285714285714286,0.036,0.261,Positive Sentiment
Trattoria Marcella,4.308571428571429,0.037,0.256,Positive Sentiment
Cowgirl Cupcake Co. & General Store,3.1666666666666665,0.055,0.191,Positive Sentiment
K & T Salon,5.0,0.021,0.474,Positive Sentiment
The Coventry Deli,4.0625,0.045,0.218,Positive Sentiment
Blu Fig,3.896103896103896,0.05,0.233,Positive Sentiment
Kabob & Grill Indian Cuisine,4.489795918367347,0.025,0.28,Positive Sentiment
Cosi,2.65,0.083,0.158,Positive Sentiment
Taco Bell,1.0,0.111,0.078,Negative Sentiment
Legion Transformation Center Wilmington,5.0,0.096,0.14,Positive Sentiment
Senora's Authentic Mexican Cuisine,3.95,0.057,0.201,Positive Sentiment
McDonald's,1.0,0.105,0.093,Negative Sentiment
Grafitti Wall,4.5,0.047,0.236,Positive Sentiment
Mona's Floral Creations,5.0,0.018,0.402,Positive Sentiment
Burger King,1.0,0.21,0.047,Negative Sentiment
Ray's Certified Auto Repair,5.0,0.036,0.239,Positive Sentiment
Fisherman's Cove Seafood,3.980392156862745,0.055,0.183,Positive Sentiment
Stanley Jewelers,3.0,0.052,0.174,Positive Sentiment
Zaika,4.397590361445783,0.032,0.244,Positive Sentiment
Incrediplex,2.5,0.055,0.106,Positive Sentiment
Modern Nails,4.166666666666667,0.081,0.162,Positive Sentiment
Chill On the Hill,4.4,0.041,0.284,Positive Sentiment
The UPS Store,5.0,0.0,0.289,Positive Sentiment
Tiffany Thomas - State Farm Insurance Agent,1.0,0.262,0.071,Negative Sentiment
Velvet Bow Pet Grooming,5.0,0.12,0.23,Positive Sentiment
Aprils On Main,5.0,0.0,0.354,Positive Sentiment
A Stone's Throw,3.333333333333333,0.034,0.21,Positive Sentiment
Penn Fertility Care,4.5,0.037,0.213,Positive Sentiment
Brennan Contracting,1.0,0.307,0.0,Negative Sentiment
LaLa Lash Couture Boutique,4.1875,0.047,0.244,Positive Sentiment
Devon Self Storage,3.75,0.02,0.2,Positive Sentiment
Taco Bell,1.6666666666666667,0.131,0.133,Positive Sentiment
Ichiban Buffet,2.576923076923077,0.102,0.135,Positive Sentiment
Go Nissan South,4.666666666666667,0.043,0.181,Positive Sentiment
Café Jems,3.75,0.018,0.412,Positive Sentiment
China King,2.2,0.085,0.041,Negative Sentiment
Big Apple Pizza & Subs,3.7777777777777777,0.058,0.166,Positive Sentiment
Sharon Gordon Skin,5.0,0.0,0.397,Positive Sentiment
HMV Superstore,4.294117647058823,0.055,0.178,Positive Sentiment
Master Cleaner,5.0,0.05,0.329,Positive Sentiment
Embassy Suites by Hilton Tampa Airport Westshore,2.5636363636363635,0.068,0.17,Positive Sentiment
Tony luke's,2.272727272727273,0.076,0.155,Positive Sentiment
Jiffy Lube,3.6666666666666665,0.104,0.144,Positive Sentiment
Ferman Chrysler Jeep Dodge RAM - Wesley Chapel,4.166666666666667,0.051,0.126,Positive Sentiment
Transcend Coffee - Ritchie Market,4.714285714285714,0.031,0.328,Positive Sentiment
ACME Markets,3.2857142857142856,0.043,0.188,Positive Sentiment
Gunslingers,1.6666666666666667,0.054,0.166,Positive Sentiment
Studio 240,5.0,0.015,0.259,Positive Sentiment
Soco's Gyros,4.108108108108108,0.059,0.237,Positive Sentiment
Mercedes-Benz of New Orleans,4.909090909090909,0.041,0.219,Positive Sentiment
Winterhaven Festival of Lights,4.444444444444445,0.045,0.248,Positive Sentiment
Gandolfo's New York Deli,2.2142857142857144,0.101,0.114,Positive Sentiment
Fox Matthew DDS,5.0,0.045,0.194,Positive Sentiment
Shell,1.0,0.175,0.057,Negative Sentiment
McAlister's Deli,2.590909090909091,0.092,0.15,Positive Sentiment
REM Air Conditioning of Tampa,3.6,0.04,0.177,Positive Sentiment
"Christopher J. Connolly, DMD, PA",5.0,0.0,0.306,Positive Sentiment
Indian Frybread-Manna From Heaven,4.672413793103448,0.032,0.261,Positive Sentiment
St Nicholas Greek Festival,3.533333333333333,0.05,0.245,Positive Sentiment
Bella Bridesmaids,4.8,0.037,0.187,Positive Sentiment
T-Mobile,2.833333333333333,0.058,0.133,Positive Sentiment
Papa John's Pizza,2.75,0.128,0.193,Positive Sentiment
Silver Peak Grill & Taproom,3.687150837988826,0.048,0.236,Positive Sentiment
"Clarke Charles W, DDS",5.0,0.04,0.124,Positive Sentiment
Great Clips,2.6666666666666665,0.038,0.192,Positive Sentiment
Leo Tucci's Pizza,4.125,0.058,0.136,Positive Sentiment
Romanza Of The Vine,1.3333333333333333,0.085,0.113,Positive Sentiment
Taco Time,2.6666666666666665,0.063,0.168,Positive Sentiment
Tandoori Of India,4.5,0.018,0.229,Positive Sentiment
The Brew House,3.0,0.056,0.194,Positive Sentiment
Chromatic Gate,4.0,0.044,0.078,Positive Sentiment
Oriental Market,3.1666666666666665,0.05,0.137,Positive Sentiment
Outback Steakhouse,2.875,0.067,0.163,Positive Sentiment
"C R Bhatia, DVM - Animal Clinic of Warrington",5.0,0.062,0.186,Positive Sentiment
Michelle's Alterations,4.666666666666667,0.045,0.271,Positive Sentiment
Panera Bread,4.066666666666666,0.035,0.302,Positive Sentiment
Shibe Vintage Sports,4.4,0.029,0.24,Positive Sentiment
H&M,5.0,0.0,0.289,Positive Sentiment
Side Splitters Comedy Club,3.1846153846153844,0.066,0.196,Positive Sentiment
King of Falafel,4.166666666666667,0.061,0.238,Positive Sentiment
Sweet Things Chocolates,3.6666666666666665,0.046,0.14,Positive Sentiment
Jalapeño's 2,4.8,0.01,0.299,Positive Sentiment
Dairy Queen,2.888888888888889,0.045,0.137,Positive Sentiment
DOSC,4.142857142857143,0.063,0.249,Positive Sentiment
The Saum & Hutcheson Arms by Village Green,3.333333333333333,0.069,0.163,Positive Sentiment
El Tumi Peruvian Restaurant,3.92156862745098,0.043,0.223,Positive Sentiment
Dekalb Produce,3.875,0.042,0.227,Positive Sentiment
"John L Aramini, DDS",5.0,0.055,0.146,Positive Sentiment
Southern NJ Oral Surgery,5.0,0.0,0.161,Positive Sentiment
Ants Pants Café,3.955056179775281,0.055,0.227,Positive Sentiment
St Pete Scooter,5.0,0.024,0.212,Positive Sentiment
No Anchovies,3.896296296296296,0.067,0.224,Positive Sentiment
Staples,1.6666666666666667,0.089,0.1,Positive Sentiment
The Narrative Loft,5.0,0.019,0.239,Positive Sentiment
China Bowl & State Street Cafe,2.4473684210526314,0.128,0.133,Positive Sentiment
Elder Sandra D MD,3.6666666666666665,0.08,0.116,Positive Sentiment
Classic Asia,4.466666666666667,0.052,0.233,Positive Sentiment
Han Dynasty,3.37888198757764,0.072,0.174,Positive Sentiment
Metro Diner,3.8125,0.043,0.213,Positive Sentiment
OmTurtleYoga & Spa,5.0,0.06,0.195,Positive Sentiment
Hemi's Appliance Repair,3.0,0.097,0.163,Positive Sentiment
Just Tires,1.9230769230769231,0.122,0.071,Negative Sentiment
Art of Acupuncture,5.0,0.0,0.163,Positive Sentiment
Big Al's,2.6666666666666665,0.06,0.164,Positive Sentiment
Ledo Pizza,4.085106382978723,0.043,0.265,Positive Sentiment
Goodland Signs & Designs,3.5,0.038,0.128,Positive Sentiment
Furniture Outfitters,4.5,0.056,0.184,Positive Sentiment
Planet Beach Contempo Spa and Tanning,4.0,0.122,0.105,Negative Sentiment
Shore Bliss Yoga,5.0,0.0,0.389,Positive Sentiment
ESM Fine Cakes and Pastries,4.75,0.02,0.229,Positive Sentiment
NY Bagel Cafe & Deli,4.0,0.0,0.258,Positive Sentiment
Pizza Fusion at Skypoint,3.7142857142857135,0.039,0.251,Positive Sentiment
Tess African Hair Braiding & Beauty Supply,5.0,0.028,0.27,Positive Sentiment
Above The Salt Cafe,4.928571428571429,0.012,0.316,Positive Sentiment
Living Health Chiropractic - Dr Gary Warren,5.0,0.028,0.148,Positive Sentiment
SEE,4.6,0.034,0.219,Positive Sentiment
Visionworks,2.0,0.114,0.116,Positive Sentiment
Dentex Dental,4.125,0.055,0.255,Positive Sentiment
Slow Hand Coffee Company,3.6818181818181817,0.072,0.203,Positive Sentiment
Bobalouie's Grille & Sports Garden,3.5454545454545454,0.032,0.162,Positive Sentiment
Joe Boccardi's Ristorante,4.0,0.083,0.234,Positive Sentiment
Gateway Center,3.0,0.059,0.082,Positive Sentiment
The Green Truck Moving & Storage Company,3.90625,0.056,0.183,Positive Sentiment
Dunkin',1.5454545454545454,0.102,0.085,Negative Sentiment
PCwhoop Electronics,4.25,0.099,0.1,Positive Sentiment
Victory Taxi Radio Dispatch,1.3333333333333333,0.113,0.085,Negative Sentiment
Park Place Property Management,1.806451612903225,0.11,0.099,Negative Sentiment
The One Salon,3.0,0.092,0.167,Positive Sentiment
Gachi Sushi and Noodle,4.291666666666667,0.067,0.253,Positive Sentiment
Isaac's Moving & Storage,4.75,0.027,0.233,Positive Sentiment
Plaza Tire Service,4.0,0.031,0.108,Positive Sentiment
Mural Salon,5.0,0.058,0.22,Positive Sentiment
Lowe's Home Improvement,4.0,0.101,0.175,Positive Sentiment
Mike Stevens - On Target Golf Schools,4.0,0.0,0.105,Positive Sentiment
18|8 Fine Men's Salons - Carmel ,4.8,0.044,0.182,Positive Sentiment
Final Gravity Homebrew Supply,3.0,0.047,0.178,Positive Sentiment
K-Bop STL,4.5,0.024,0.239,Positive Sentiment
Sachiko Sushi,3.823529411764706,0.061,0.214,Positive Sentiment
Albisia's Jewelry,5.0,0.027,0.233,Positive Sentiment
Brio Italian Grille,3.809523809523809,0.047,0.23,Positive Sentiment
Heather Ivy Artistry,5.0,0.016,0.304,Positive Sentiment
25 Roses $10,3.0,0.056,0.089,Positive Sentiment
1776 Allman,4.2,0.047,0.201,Positive Sentiment
Tony's Restaurant & 3rd Street Cafe,3.2333333333333334,0.075,0.157,Positive Sentiment
Caviar & Bananas,3.582089552238806,0.061,0.192,Positive Sentiment
Gardens of Babylon Landscapes,4.695652173913044,0.033,0.238,Positive Sentiment
Supremos,3.0,0.133,0.108,Negative Sentiment
Kevin's Hair Salon,5.0,0.046,0.283,Positive Sentiment
Bottom Dollar Food,3.2222222222222223,0.039,0.204,Positive Sentiment
Filipiniana Philippine Café,3.897435897435898,0.039,0.223,Positive Sentiment
The Bikini Boutique,4.75,0.0,0.235,Positive Sentiment
Nashville Humane Association,4.290322580645161,0.055,0.222,Positive Sentiment
Target,3.0,0.097,0.127,Positive Sentiment
Papa John's Pizza,4.333333333333333,0.017,0.248,Positive Sentiment
Frank's Pizza & Restaurant,3.902439024390244,0.062,0.194,Positive Sentiment
PrimoHoagies,3.0,0.032,0.125,Positive Sentiment
Shoe and Luggage Repair,4.5,0.082,0.238,Positive Sentiment
Starbucks,2.857142857142857,0.073,0.139,Positive Sentiment
Northwest Family YMCA,3.0,0.075,0.123,Positive Sentiment
ACME Markets,2.0,0.034,0.063,Positive Sentiment
Roma Pizza Plus,3.9,0.052,0.255,Positive Sentiment
Super Wok,4.181818181818182,0.044,0.267,Positive Sentiment
Simply Thai Restaurant,4.372093023255814,0.036,0.266,Positive Sentiment
Turquesa Latin Grill,3.5,0.037,0.181,Positive Sentiment
Muse Entertainment,5.0,0.015,0.187,Positive Sentiment
Due Lune Cucina,4.545454545454546,0.054,0.315,Positive Sentiment
Philadelphia Cricket Club,4.75,0.017,0.259,Positive Sentiment
OrthoIndy at Ascension St.Vincent Carmel,5.0,0.06,0.145,Positive Sentiment
Kased Brothers Halal,5.0,0.0,0.383,Positive Sentiment
IHOP,2.3846153846153846,0.118,0.118,Neutral Sentiment
Office Depot,5.0,0.022,0.159,Positive Sentiment
Enterprise Rent-A-Car,3.7142857142857135,0.067,0.129,Positive Sentiment
Cheeseburger Island Style,2.894736842105264,0.05,0.193,Positive Sentiment
AM@FM,4.133333333333334,0.048,0.222,Positive Sentiment
Dsw Designer Shoe Warehouse,3.0,0.066,0.169,Positive Sentiment
Hong Kong City,2.333333333333333,0.11,0.134,Positive Sentiment
Zoup!,3.6,0.013,0.209,Positive Sentiment
Tavern,3.903785488958991,0.052,0.234,Positive Sentiment
Karnation Korner Florist,1.0,0.119,0.043,Negative Sentiment
Desert Design Center,1.5,0.194,0.019,Negative Sentiment
Bagger Dave's Burger Tavern,2.952380952380953,0.073,0.173,Positive Sentiment
A & W Restaurants,4.0,0.0,0.095,Positive Sentiment
Avalon Flooring,3.4,0.11,0.127,Positive Sentiment
The Vintage Apartments,2.5,0.079,0.109,Positive Sentiment
Public Storage,1.0,0.125,0.08,Negative Sentiment
Andros Floor Design,3.1,0.111,0.094,Negative Sentiment
Dollar Tree,5.0,0.039,0.285,Positive Sentiment
Stomel Elliot Attorney-At-Law,5.0,0.02,0.188,Positive Sentiment
Norman's,1.75,0.14,0.087,Negative Sentiment
Boise Bicycle Project,4.666666666666667,0.048,0.155,Positive Sentiment
Kalamatas - Green Hills,3.511627906976744,0.06,0.24,Positive Sentiment
Bamboo Bistro,3.0,0.041,0.211,Positive Sentiment
Bradley Law Personal Injury Lawyers,5.0,0.045,0.169,Positive Sentiment
Parklane Management Company,1.0,0.078,0.078,Neutral Sentiment
Yogoluv,3.8181818181818175,0.047,0.189,Positive Sentiment
CVS Pharmacy,1.0,0.074,0.095,Positive Sentiment
Pep Boys,5.0,0.053,0.172,Positive Sentiment
Soul Fed Cafe,4.0,0.027,0.231,Positive Sentiment
Vivint,1.0,0.063,0.088,Positive Sentiment
HCI Alternatives,5.0,0.0,0.116,Positive Sentiment
Hooters,2.25,0.089,0.144,Positive Sentiment
Roto-Rooter Plumbing & Water Cleanup,2.242424242424242,0.099,0.082,Negative Sentiment
Sushi Minato,4.25925925925926,0.039,0.249,Positive Sentiment
Preferred Party Place,3.0,0.07,0.133,Positive Sentiment
Chez Yasmine,4.041666666666667,0.03,0.25,Positive Sentiment
Tires Plus,1.25,0.081,0.042,Negative Sentiment
NovaCare Rehabilitation,5.0,0.034,0.18,Positive Sentiment
Karma Juice Bar & Eatery - Saint Petersburg,4.226666666666667,0.035,0.293,Positive Sentiment
Simpson House Tea Room,3.2777777777777777,0.055,0.178,Positive Sentiment
Delancey Internal Medicine Washington Square,4.833333333333333,0.036,0.24,Positive Sentiment
Noble Nails,3.0,0.05,0.189,Positive Sentiment
Pearl,2.6,0.086,0.168,Positive Sentiment
Preservation Hall,4.4375,0.046,0.195,Positive Sentiment
"Edmonds, Husz, and Pemberton Eyecare",5.0,0.045,0.203,Positive Sentiment
Freddy's Frozen Custard & Steakburgers,3.933333333333333,0.033,0.247,Positive Sentiment
Empire Today,1.25,0.111,0.073,Negative Sentiment
Aaron Jorgensen Plumbing,5.0,0.041,0.138,Positive Sentiment
Outback Steakhouse,2.84,0.066,0.166,Positive Sentiment
New Orleans Boxing Club,4.333333333333333,0.038,0.191,Positive Sentiment
